,Conference,Year,Title,Novelty,Domain,Note
932,IEEE International Conference on Robotics and Automation,2020,Stability Criteria of Balanced and Steppable Unbalanced States for Full-Body Systems with Implications in Robotic and Human Gait,,,
933,IEEE International Conference on Robotics and Automation,2020,Material Handling by Humanoid Robot While Pushing Carts Using a Walking Pattern Based on Capture Point,,,
934,IEEE International Conference on Robotics and Automation,2020,Interconnection and Damping Assignment Passivity-Based Control for Gait Generation in Underactuated Compass-Like Robots,,,
935,IEEE International Conference on Robotics and Automation,2020,Multi-Robot Path Deconfliction through Prioritization by Path Prospects,,,
936,IEEE International Conference on Robotics and Automation,2020,A Connectivity-Prediction Algorithm and its Application in Active Cooperative Localization for Multi-Robot Systems,,,
937,IEEE International Conference on Robotics and Automation,2020,Behavior Mixing with Minimum Global and Subgroup Connectivity Maintenance for Large-Scale Multi-Robot Systems,,,
938,IEEE International Conference on Robotics and Automation,2020,Energy-Optimal Cooperative Manipulation via Provable Internal-Force Regulation,,,
939,IEEE International Conference on Robotics and Automation,2020,Robot Telekinesis: Application of a Unimanual and Bimanual Object Manipulation Technique to Robot Control,,,
940,IEEE International Conference on Robotics and Automation,2020,A Set-Theoretic Approach to Multi-Task Execution and Prioritization,,,
941,IEEE International Conference on Robotics and Automation,2020,Variable Impedance Control in Cartesian Latent Space while Avoiding Obstacles in Null Space,,,
942,IEEE International Conference on Robotics and Automation,2020,MagicHand: Context-Aware Dexterous Grasping Using an Anthropomorphic Robotic Hand,,,
943,IEEE International Conference on Robotics and Automation,2020,Learning Pregrasp Manipulation of Objects from Ungraspable Poses,,,
944,IEEE International Conference on Robotics and Automation,2020,Picking Thin Objects by Tilt-and-Pivot Manipulation and Its Application to Bin Picking,,,
945,IEEE International Conference on Robotics and Automation,2020,Attention-Guided Lightweight Network for Real-Time Segmentation of Robotic Surgical Instruments,,,
946,IEEE International Conference on Robotics and Automation,2020,Automated robotic breast ultrasound acquisition using ultrasound feedback,,,
947,IEEE International Conference on Robotics and Automation,2020,Robust and Accurate 3D Curve to Surface Registration with Tangent and Normal Vectors,,,
948,IEEE International Conference on Robotics and Automation,2020,Single-Shot Pose Estimation of Surgical Robot Instruments’ Shafts from Monocular Endoscopic Images,,,
949,IEEE International Conference on Robotics and Automation,2020,End-to-End Real-time Catheter Segmentation with Optical Flow-Guided Warping during Endovascular Intervention,,,
950,IEEE International Conference on Robotics and Automation,2020,Pathological Airway Segmentation with Cascaded Neural Networks for Bronchoscopic Navigation,,,
951,IEEE International Conference on Robotics and Automation,2020,Design of 3D-printed assembly mechanisms based on special wooden joinery techniques and its application to a robotic hand,,,
952,IEEE International Conference on Robotics and Automation,2020,Parallel gripper with displacement-magnification mechanism and extendable finger mechanism,,,
953,IEEE International Conference on Robotics and Automation,2020,A Shape Memory Polymer Adhesive Gripper For Pick-and-Place Applications,,,
954,IEEE International Conference on Robotics and Automation,2020,Multi-person Pose Tracking using Sequential Monte Carlo with Probabilistic Neural Pose Predictor,,,
955,IEEE International Conference on Robotics and Automation,2020,4D Generic Video Object Proposals,,,
956,IEEE International Conference on Robotics and Automation,2020,Simultaneous Tracking and Elasticity Parameter Estimation of Deformable Objects,,,
957,IEEE International Conference on Robotics and Automation,2020,AVOT: Audio-Visual Object Tracking of Multiple Objects for Robotics,,,
958,IEEE International Conference on Robotics and Automation,2020,Efficient Pig Counting in Crowds with Keypoints Tracking and Spatial-aware Temporal Response Filtering,,,
959,IEEE International Conference on Robotics and Automation,2020,6-PACK: Category-level 6D Pose Tracker with Anchor-Based Keypoints,,,
960,IEEE International Conference on Robotics and Automation,2020,Designing Ferromagnetic Soft Robots (FerroSoRo) with Level-Set-Based Multiphysics Topology Optimization,,,
961,IEEE International Conference on Robotics and Automation,2020,Exoskeleton-covered soft finger with vision-based proprioception and tactile sensing,,,
962,IEEE International Conference on Robotics and Automation,2020,Tuning the Energy Landscape of Soft Robots for Fast and Strong Motion,,,
963,IEEE International Conference on Robotics and Automation,2020,REBOund: Untethered Origami Jumping Robot with Controllable Jump Height,,,
964,IEEE International Conference on Robotics and Automation,2020,Motion Intensity Extraction Scheme for Simultaneous Recognition of Wrist/Hand Motions,,,
965,IEEE International Conference on Robotics and Automation,2020,Simultaneous Online Motion Discrimination and Evaluation of Whole-body Exercise by Synergy Probes for Home Rehabilitation,,,
966,IEEE International Conference on Robotics and Automation,2020,Validation of a Forward Kinematics Based Controller for a mobile Tethered Pelvic Assist Device to Augment Pelvic Forces during Walking,,,
967,IEEE International Conference on Robotics and Automation,2020,Model Learning for Control of a Paralyzed Human Arm with Functional Electrical Stimulation,,,
968,IEEE International Conference on Robotics and Automation,2020,Transient Behavior and Predictability in Manipulating Complex Objects,,,
969,IEEE International Conference on Robotics and Automation,2020,A Variable-Fractional Order Admittance Controller for pHRI,,,
970,IEEE International Conference on Robotics and Automation,2020,Assistive Gym: A Physics Simulation Framework for Assistive Robotics,,,
971,IEEE International Conference on Robotics and Automation,2020,Learning Whole-Body Human-Robot Haptic Interaction in Social Contexts,,,
972,IEEE International Conference on Robotics and Automation,2020,Human Preferences in Using Damping to Manage Singularities During Physical Human-Robot Collaboration,,,
973,IEEE International Conference on Robotics and Automation,2020,MOCA-MAN: A MObile and reconfigurable Collaborative Robot Assistant for conjoined huMAN-robot actions,,,
974,IEEE International Conference on Robotics and Automation,2020,Closing the Force Loop to Enhance Transparency in Time-delayed Teleoperation,,,
975,IEEE International Conference on Robotics and Automation,2020,Evaluation of an Exoskeleton-based Bimanual Teleoperation Architecture with Independently Passivated Slave Devices,,,
976,IEEE International Conference on Robotics and Automation,2020,Hand-worn Haptic Interface for Drone Teleoperation,,,
977,IEEE International Conference on Robotics and Automation,2020,Toward Human-like Teleoperated Robot Motion: Performance and Perception of a Choreography-inspired Method in Static and Dynamic Tasks for Rapid Pose Selection of Articulated Robots,,,
978,IEEE International Conference on Robotics and Automation,2020,Helping Robots Learn: A Human-Robot Master-Apprentice Model Using Demonstrations via Virtual Reality Teleoperation,,,
979,IEEE International Conference on Robotics and Automation,2020,A Framework for Interactive Virtual Fixture Generation for Shared Teleoperation in Unstructured Environments,,,
980,IEEE International Conference on Robotics and Automation,2020,Local Obstacle-Skirting Path Planning for a Fast Bi-steerable Rover using Bézier Curves,,,
981,IEEE International Conference on Robotics and Automation,2020,Collision Avoidance with Proximity Servoing for Redundant Serial Robot Manipulators,,,
982,IEEE International Conference on Robotics and Automation,2020,Predicting Obstacle Footprints from 2D Occupancy Maps by Learning from Physical Interactions,,,
983,IEEE International Conference on Robotics and Automation,2020,Path Planning in Dynamic Environments using Generative RNNs and Monte Carlo Tree Search,,,
984,IEEE International Conference on Robotics and Automation,2020,Safety-Critical Rapid Aerial Exploration of Unknown Environments,,,
985,IEEE International Conference on Robotics and Automation,2020,Reconfigurable Magnetic Microswarm for Thrombolysis under Ultrasound Imaging,,,
986,IEEE International Conference on Robotics and Automation,2020,Improving Optical Micromanipulation with Force-Feedback Bilateral Coupling,,,
987,IEEE International Conference on Robotics and Automation,2020,Maneuver at Micro Scale: Steering by Actuation Frequency Control in Micro Bristle Robots,,,
988,IEEE International Conference on Robotics and Automation,2020,"Scaling down an insect-size microrobot, HAMR-VI into HAMR-Jr",,,
989,IEEE International Conference on Robotics and Automation,2020,"Reality as a simulation of reality: robot illusions, fundamental limits, and a physical demonstration",,,
990,IEEE International Conference on Robotics and Automation,2020,Finding Missing Skills for High-Level Behaviors,,,
991,IEEE International Conference on Robotics and Automation,2020,Near-Optimal Reactive Synthesis Incorporating Runtime Information,,,
992,IEEE International Conference on Robotics and Automation,2020,Control Synthesis from Linear Temporal Logic Specifications using Model-Free Reinforcement Learning,,,
993,IEEE International Conference on Robotics and Automation,2020,R-Min: a Fast Collaborative Underactuated Parallel Robot for Pick-and-Place Operations,,,
994,IEEE International Conference on Robotics and Automation,2020,High-Flexibility Locomotion and Whole-Torso Control for a Wheel-Legged Robot on Challenging Terrain,,,
995,IEEE International Conference on Robotics and Automation,2020,"The Prince’s tears, a large cable-driven parallel robot for an artistic exhibition",,,
996,IEEE International Conference on Robotics and Automation,2020,Singularity analysis and reconfiguration mode of the 3-CRS parallel manipulator,,,
997,IEEE International Conference on Robotics and Automation,2020,Trajectory optimization for a class of robots belonging to Constrained Collaborative Mobile Agents (CCMA) family,,,
998,IEEE International Conference on Robotics and Automation,2020,Development of Body Rotational Wheeled Robot and its Verification of Effectiveness,,,
999,IEEE International Conference on Robotics and Automation,2020,Radar Sensors in Collaborative Robotics: Fast Simulation and Experimental Validation,,,
1000,IEEE International Conference on Robotics and Automation,2020,Transferable Task Execution from Pixels through Deep Planning Domain Learning,,,
1001,IEEE International Conference on Robotics and Automation,2020,Depth by Poking: Learning to Estimate Depth from Self-Supervised Grasping,,,
1002,IEEE International Conference on Robotics and Automation,2020,Online Learning of Object Representations by Appearance Space Feature Alignment,,,
1003,IEEE International Conference on Robotics and Automation,2020,Visual Prediction of Priors for Articulated Object Interaction,,,
1004,IEEE International Conference on Robotics and Automation,2020,"MT-DSSD: Deconvolutional Single Shot Detector Using Multi Task Learning for Object Detection, Segmentation, and Grasping Detection",,,
1005,IEEE International Conference on Robotics and Automation,2020,Using Synthetic Data and Deep Networks to Recognize Primitive Shapes for Object Grasping,,,
1006,IEEE International Conference on Robotics and Automation,2020,Stillleben: Realistic Scene Synthesis for Deep Learning in Robotics,,,
1007,IEEE International Conference on Robotics and Automation,2020,A Generative Approach Towards Improved Robotic Detection of Marine Litter,,,
1008,IEEE International Conference on Robotics and Automation,2020,Spatiotemporal Representation Learning with GAN Trained LSTM-LSTM Networks,,,
1009,IEEE International Conference on Robotics and Automation,2020,Belief Regulated Dual Propagation Nets for Learning Action Effects on Groups of Articulated Objects,,,
1010,IEEE International Conference on Robotics and Automation,2020,Deep Kinematic Models for Kinematically Feasible Vehicle Trajectory Predictions,,,
1011,IEEE International Conference on Robotics and Automation,2020,Human Driver Behavior Prediction based on UrbanFlow,,,
1012,IEEE International Conference on Robotics and Automation,2020,Environment Prediction from Sparse Samples for Robotic Information Gathering,,,
1013,IEEE International Conference on Robotics and Automation,2020,Predicting Pushing Action Effects on Spatial Object Relations by Learning Internal Prediction Models,,,
1014,IEEE International Conference on Robotics and Automation,2020,Learning of Key Pose Evaluation for Efficient Multi-contact Motion Planner,,,
1015,IEEE International Conference on Robotics and Automation,2020,Differentiable Gaussian Process Motion Planning,,,
1016,IEEE International Conference on Robotics and Automation,2020,Learn and Link: Learning Critical Regions for Efficient Planning,,,
1017,IEEE International Conference on Robotics and Automation,2020,Pose-Estimate-Based Target Tracking for Human-Guided Remote Sensor Mounting with a UAV,,,
1018,IEEE International Conference on Robotics and Automation,2020,EVDodgeNet: Deep Dynamic Obstacle Dodging with Event Cameras,,,
1019,IEEE International Conference on Robotics and Automation,2020,On training datasets for machine learning-based visual relative localization of micro-scale UAVs,,,
1020,IEEE International Conference on Robotics and Automation,2020,Dynamic Actor-Advisor Programming for Scalable Safe Reinforcement Learning,,,
1021,IEEE International Conference on Robotics and Automation,2020,Discrete Deep Reinforcement Learning for Mapless Navigation,,,
1022,IEEE International Conference on Robotics and Automation,2020,Learning Multi-Robot Decentralized Macro-Action-Based Policies via a Centralized Q-Net,,,
1023,IEEE International Conference on Robotics and Automation,2020,Robust Model-free Reinforcement Learning with Multi-objective Bayesian Optimization,,,
1024,IEEE International Conference on Robotics and Automation,2020,A Unified Framework for Piecewise Semantic Reconstruction in Dynamic Scenes via Exploiting Superpixel Relations,,,
1025,IEEE International Conference on Robotics and Automation,2020,Keyframe-based Dense Mapping with the Graph of View-Dependent Local Maps,,,
1026,IEEE International Conference on Robotics and Automation,2020,Informative Path Planning for Active Field Mapping under Localization Uncertainty,,,
1027,IEEE International Conference on Robotics and Automation,2020,Ensemble of Sparse Gaussian Process Experts for Implicit Surface Mapping with Streaming Data,,,
1028,IEEE International Conference on Robotics and Automation,2020,Robust Method for Removing Dynamic Objects from Point Clouds,,,
1029,IEEE International Conference on Robotics and Automation,2020,Real-Time Semantic Stereo Matching,,,
1030,IEEE International Conference on Robotics and Automation,2020,Multi-Task Learning for Single Image Depth Estimation and Segmentation Based on Unsupervised Network,,,
1031,IEEE International Conference on Robotics and Automation,2020,"Leveraging the Template and Anchor Framework for Safe, Online Robotic Gait Design",,,
1032,IEEE International Conference on Robotics and Automation,2020,Unified Push Recovery Fundamentals: Inspiration from Human Study,,,
1033,IEEE International Conference on Robotics and Automation,2020,DISCO: Double Likelihood-free Inference Stochastic Control,,,
1034,IEEE International Conference on Robotics and Automation,2020,Sufficiently Accurate Model Learning,,,
1035,IEEE International Conference on Robotics and Automation,2020,Towards Plan Transformations for Real-World Mobile Fetch and Place,,,
1036,IEEE International Conference on Robotics and Automation,2020,Planning an Efficient and Robust Base Sequence for a Mobile Manipulator Performing Multiple Pick-and-place Tasks,,,
1037,IEEE International Conference on Robotics and Automation,2020,Towards Mobile Multi-Task Manipulation in a Confined and Integrated Environment with Irregular Objects,,,
1038,IEEE International Conference on Robotics and Automation,2020,Linear Time-Varying MPC for Nonprehensile Object Manipulation with a Nonholonomic Mobile Robot,,,
1039,IEEE International Conference on Robotics and Automation,2020,A Mobile Manipulation System for One-Shot Teaching of Complex Tasks in Homes,,,
1040,IEEE International Conference on Robotics and Automation,2020,2D to 3D Line-Based Registration with Unknown Associations via Mixed-Integer Programming,,,
1041,IEEE International Conference on Robotics and Automation,2020,An efficient solution to the relative pose estimation with a common direction,,,
1042,IEEE International Conference on Robotics and Automation,2020,Task-Aware Novelty Detection for Visual-based Deep Learning in Autonomous Systems,,,
1043,IEEE International Conference on Robotics and Automation,2020,DirectShape: Direct Photometric Alignment of Shape Priors for Visual Vehicle Pose and Shape Estimation,,,
1044,IEEE International Conference on Robotics and Automation,2020,RoadText-1K: Text Detection & Recognition Dataset for Driving Videos,,,
1045,IEEE International Conference on Robotics and Automation,2020,End-to-end Learning for Inter-Vehicle Distance and Relative Velocity Estimation in ADAS with a Monocular Camera,,,
1046,IEEE International Conference on Robotics and Automation,2020,Learning an Action-Conditional Model for Haptic Texture Generation,,,
1047,IEEE International Conference on Robotics and Automation,2020,Just Noticeable Differences for Joint Torque Feedback During Static Poses,,,
1048,IEEE International Conference on Robotics and Automation,2020,Design of a Parallel Haptic Device with Gravity Compensation by using its System Weight,,,
1049,IEEE International Conference on Robotics and Automation,2020,Multimodal tracking framework for visual odometry in challenging illumination conditions,,,
1050,IEEE International Conference on Robotics and Automation,2020,Realtime Multi-Diver Tracking and Re-identification for Underwater Human-Robot Collaboration,,,
1051,IEEE International Conference on Robotics and Automation,2020,Autonomous Tissue Scanning under Free-Form Motion for Intraoperative Tissue Characterisation,,,
1052,IEEE International Conference on Robotics and Automation,2020,3D-Printed Electroactive Hydraulic Valves for Use in Soft Robotic Applications,,,
1053,IEEE International Conference on Robotics and Automation,2020,Variable Damping Control of a Robotic Arm to Improve Trade-off between Agility and Stability and Reduce User Effort,,,
1054,IEEE International Conference on Robotics and Automation,2020,Cognitive and motor compliance in intentional human-robot interaction,,,
1055,IEEE International Conference on Robotics and Automation,2020,Adaptive Authority Allocation in Shared Control of Robots Using Bayesian Filters,,,
1056,IEEE International Conference on Robotics and Automation,2020,"Tactile Telerobots for Dull, Dirty, Dangerous, and Inaccessible Tasks",,,
1057,IEEE International Conference on Robotics and Automation,2020,A Novel Orientability Index and the Kinematic Design of the RemoT-ARM: A Haptic Master with Large and Dexterous Workspace,,,
1058,IEEE International Conference on Robotics and Automation,2020,RAVEN-S: Design and Simulation of a Robot for Teleoperated Microgravity Rodent Dissection Under Time Delay,,,
1059,IEEE International Conference on Robotics and Automation,2020,Collision-free Navigation of Human-centered Robots via Markov Games,,,
1060,IEEE International Conference on Robotics and Automation,2020,DenseCAvoid: Real-time Navigation in Dense Crowds using Anticipatory Behaviors,,,
1061,IEEE International Conference on Robotics and Automation,2020,DeepCrashTest: Turning Dashcam Videos into Virtual Crash Tests for Automated Driving Systems,,,
1062,IEEE International Conference on Robotics and Automation,2020,Robotic Control of a Magnetic Swarm for On-Demand Intracellular Measurement,,,
1063,IEEE International Conference on Robotics and Automation,2020,Acoustofluidic Tweezers for the 3D Manipulation of Microparticles,,,
1064,IEEE International Conference on Robotics and Automation,2020,An online scheduling algorithm for human-robot collaborative kitting,,,
1065,IEEE International Conference on Robotics and Automation,2020,A Model-Free Approach to Meta-Level Control of Anytime Algorithms,,,
1066,IEEE International Conference on Robotics and Automation,2020,Simultaneous task allocation and motion scheduling for complex tasks executed by multiple robots,,,
1067,IEEE International Conference on Robotics and Automation,2020,Efficient Planning for High-Speed MAV Flight in Unknown Environments Using Online Sparse Topological Graphs,,,
1068,IEEE International Conference on Robotics and Automation,2020,Evaluating Adaptation Performance of Hierarchical Deep Reinforcement Learning,,,
1069,IEEE International Conference on Robotics and Automation,2020,Iterator-Based Temporal Logic Task Planning,,,
1070,IEEE International Conference on Robotics and Automation,2020,Reactive Temporal Logic Planning for Multiple Robots in Unknown Environments,,,
1071,IEEE International Conference on Robotics and Automation,2020,Higher Order Function Networks for View Planning and Multi-View Reconstruction,,,
1072,IEEE International Conference on Robotics and Automation,2020,Residual Reactive Navigation: Combining Classical and Learned Navigation Strategies For Deployment in Unknown Environments,,,
1073,IEEE International Conference on Robotics and Automation,2020,Online Grasp Plan Refinement for Reducing Defects During Robotic Layup of Composite Prepreg Sheets,,,
1074,IEEE International Conference on Robotics and Automation,2020,Learning Continuous 3D Reconstructions for Geometrically Aware Grasping,,,
