,Conference,Year,Title,Novelty,Domain,Note
230,IEEE International Conference on Robotics and Automation,2021,Shared Autonomy for Teleoperated Driving: A Real-Time Interactive Path Planning Approach,,,
231,IEEE International Conference on Robotics and Automation,2021,Comfortable and Safe Decelerations for a Self-Driving Transit Bus,,,
232,IEEE International Conference on Robotics and Automation,2021,A Multi-UAV System for Detection and Elimination of Multiple Targets,,,
233,IEEE International Conference on Robotics and Automation,2021,Autonomous Aerial Swarming in GNSS-denied Environments with High Obstacle Density,,,
234,IEEE International Conference on Robotics and Automation,2021,Adaptive stiffness estimation impedance control for achieving sustained contact in aerial manipulation,,,
235,IEEE International Conference on Robotics and Automation,2021,Model Predictive Control for Dynamic Quadrotor Bearing Formations,,,
236,IEEE International Conference on Robotics and Automation,2021,Direct Force and Pose NMPC with Multiple Interaction Modes for Aerial Push-and-Slide Operations,,,
237,IEEE International Conference on Robotics and Automation,2021,A Tethered Quadrotor UAV?’Buoy System for Marine Locomotion,,,
238,IEEE International Conference on Robotics and Automation,2021,Distributed Variable-Baseline Stereo SLAM from two UAVs,,,
239,IEEE International Conference on Robotics and Automation,2021,Embodied Reasoning for Discovering Object Properties via Manipulation,,,
240,IEEE International Conference on Robotics and Automation,2021,Robust High-Transparency Haptic Exploration for Dexterous Telemanipulation,,,
241,IEEE International Conference on Robotics and Automation,2021,Unsupervised Feature Learning for Manipulation with Contrastive Domain Randomization,,,
242,IEEE International Conference on Robotics and Automation,2021,?œWhat?™s This???- Learning to Segment Unknown Objects from Manipulation Sequences,,,
243,IEEE International Conference on Robotics and Automation,2021,Robust Distributed Estimation of the Algebraic Connectivity for Networked Multi-robot Systems,,,
244,IEEE International Conference on Robotics and Automation,2021,ModGNN: Expert Policy Approximation in Multi-Agent Systems with a Modular Graph Neural Network Architecture,,,
245,IEEE International Conference on Robotics and Automation,2021,Optimization-Inspired Controller Design for Transient Legged Locomotion,,,
246,IEEE International Conference on Robotics and Automation,2021,Multi-Layered Safety for Legged Robots via Control Barrier Functions and Model Predictive Control,,,
247,IEEE International Conference on Robotics and Automation,2021,Agile Actions with a Centaur-Type Humanoid: A Decoupled Approach,,,
248,IEEE International Conference on Robotics and Automation,2021,Combined Sampling and Optimization Based Planning for Legged-Wheeled Robots,,,
249,IEEE International Conference on Robotics and Automation,2021,Image Representation of a City and Its Taxi Fleet for End-To-End Learning of Rebalancing Policies,,,
250,IEEE International Conference on Robotics and Automation,2021,COLREGs-Informed RRT* for Collision Avoidance of Marine Crafts,,,
251,IEEE International Conference on Robotics and Automation,2021,Learning to Robustly Negotiate Bi-Directional Lane Usage in High-Conflict Driving Scenarios,,,
252,IEEE International Conference on Robotics and Automation,2021,Self-Supervised Motion Retargeting with Safety Guarantee,,,
253,IEEE International Conference on Robotics and Automation,2021,Sparse Multilevel Roadmaps for High-Dimensional Robotic Motion Planning,,,
254,IEEE International Conference on Robotics and Automation,2021,Saliency Features for 3D CAD-Data in the Context of Sampling-Based Motion Planning,,,
255,IEEE International Conference on Robotics and Automation,2021,Search-based Planning of Dynamic MAV Trajectories Using Local Multiresolution State Lattices,,,
256,IEEE International Conference on Robotics and Automation,2021,Multifunctional Arm for Telerobotic Wind Turbine Blade Repair,,,
257,IEEE International Conference on Robotics and Automation,2021,Automated Behavior Tree Error Recovery Framework for Robotic Systems,,,
258,IEEE International Conference on Robotics and Automation,2021,Design of a magnetic actuation system for a microbiota-collection ingestible capsule,,,
259,IEEE International Conference on Robotics and Automation,2021,Reactive Cooperative Manipulation based on Set Primitives and Circular Fields,,,
260,IEEE International Conference on Robotics and Automation,2021,Efficient Multi-scale POMDPs for Robotic Object Search and Delivery,,,
261,IEEE International Conference on Robotics and Automation,2021,"Co-Optimizing Robot, Environment, and Tool Design via Joint Manipulation Planning",,,
262,IEEE International Conference on Robotics and Automation,2021,End-to-End Semi-supervised Learning for Differentiable Particle Filters,,,
263,IEEE International Conference on Robotics and Automation,2021,Learning to Localize in New Environments from Synthetic Training Data,,,
264,IEEE International Conference on Robotics and Automation,2021,Exploration of Large Outdoor Environments Using Multi-Criteria Decision Making,,,
265,IEEE International Conference on Robotics and Automation,2021,SD-DefSLAM: Semi-Direct Monocular SLAM for Deformable and Intracorporeal Scenes,,,
266,IEEE International Conference on Robotics and Automation,2021,Learning Robot Trajectories subject to Kinematic Joint Constraints,,,
267,IEEE International Conference on Robotics and Automation,2021,Self-Imitation Learning by Planning,,,
268,IEEE International Conference on Robotics and Automation,2021,Robot Learning of 6 DoF Grasping using Model-based Adaptive Primitives,,,
269,IEEE International Conference on Robotics and Automation,2021,Conditional StyleGAN for Grasp Generation,,,
270,IEEE International Conference on Robotics and Automation,2021,Go Fetch! - Dynamic Grasps using Boston Dynamics Spot with External Robotic Arm,,,
271,IEEE International Conference on Robotics and Automation,2021,Multi-FinGAN: Generative Coarse-To-Fine Sampling of Multi-Finger Grasps,,,
272,IEEE International Conference on Robotics and Automation,2021,Sample-efficient Reinforcement Learning in Robotic Table Tennis,,,
273,IEEE International Conference on Robotics and Automation,2021,No Face-Touch: Exploiting Wearable Devices and Machine Learning for Gesture Detection,,,
274,IEEE International Conference on Robotics and Automation,2021,DILIGENT-KIO: A Proprioceptive Base Estimator for Humanoid Robots using Extended Kalman Filtering on Matrix Lie Groups,,,
275,IEEE International Conference on Robotics and Automation,2021,Improving Safety and Accuracy of Impedance Controlled Robot Manipulators with Proximity Perception and Proactive Impact Reactions,,,
276,IEEE International Conference on Robotics and Automation,2021,Optimal scaling of dynamic safety zones for collaborative robotics,,,
277,IEEE International Conference on Robotics and Automation,2021,3D Collision-Force-Map for Safe Human-Robot Collaboration,,,
278,IEEE International Conference on Robotics and Automation,2021,"Safe, Passive Control for Mechanical Systems with Application to Physical Human-Robot Interactions",,,
279,IEEE International Conference on Robotics and Automation,2021,"Collision Detection, Identification, and Localization on the DLR SARA Robot with Sensing Redundancy",,,
280,IEEE International Conference on Robotics and Automation,2021,CSM: Contact Sensitivity Maps for Benchmarking Robot Collision Handling Systems,,,
281,IEEE International Conference on Robotics and Automation,2021,"A Data-Driven Approach for Contact Detection, Classification and Reaction in Physical Human-Robot Collaboration",,,
282,IEEE International Conference on Robotics and Automation,2021,Pointing at Moving Robots: Detecting Events from Wrist IMU Data,,,
283,IEEE International Conference on Robotics and Automation,2021,PATHoBot: A Robot for Glasshouse Crop Phenotyping and Intervention,,,
284,IEEE International Conference on Robotics and Automation,2021,Using depth information and colour space variations for improving outdoor robustness for instance segmentation of cabbage,,,
285,IEEE International Conference on Robotics and Automation,2021,MP-STSP: A Multi-Platform Steiner Traveling Salesman Problem Formulation for Precision Agriculture in Orchards,,,
286,IEEE International Conference on Robotics and Automation,2021,Behavior-Tree-Based Person Search for Symbiotic Autonomous Mobile Robot Tasks,,,
287,IEEE International Conference on Robotics and Automation,2021,Integration of a Human-aware Risk-based Braking System into an Open-Field Mobile Robot,,,
288,IEEE International Conference on Robotics and Automation,2021,Online velocity fluctuation of off-road wheeled mobile robots: A reinforcement learning approach,,,
289,IEEE International Conference on Robotics and Automation,2021,Switching Control in Two-Wheeled Self-Balancing Robots,,,
290,IEEE International Conference on Robotics and Automation,2021,A Finite-Gain Stable Multi-Agent Robot Control Framework with Adaptive Authority Allocation,,,
291,IEEE International Conference on Robotics and Automation,2021,Decentralized Connectivity Maintenance with Time Delays using Control Barrier Functions,,,
292,IEEE International Conference on Robotics and Automation,2021,Multi-robot Implicit Control of Herds,,,
293,IEEE International Conference on Robotics and Automation,2021,Robust Frequency-Based Structure Extraction,,,
294,IEEE International Conference on Robotics and Automation,2021,A Hybrid Collision Model for Safety Collision Control,,,
295,IEEE International Conference on Robotics and Automation,2021,Efficient Recovery of Multi-Camera Motion from Two Affine Correspondences,,,
296,IEEE International Conference on Robotics and Automation,2021,Dynamic-Aware Autonomous Exploration in Populated Environments,,,
